Domain,Area,Item,Year,Area harvested,Flag,Flag Description,Yield,Production
Crops and livestock products,United States of America,Cauliflowers and broccoli,2021,59287.0,A,Official figure,164117.0,973002.0
Crops and livestock products,United States of America,Cauliflowers and broccoli,2022,55159.0,A,Official figure,168028.0,926826.0
Crops and livestock products,United States of America,Cherries,1980,19020.0,A,Official figure,81893.0,155760.0
Crops and livestock products,United States of America,Cherries,1981,18570.0,A,Official figure,75498.0,140200.0
Crops and livestock products,United States of America,Cherries,1982,18130.0,A,Official figure,78362.0,142070.0
Crops and livestock products,United States of America,Cherries,1983,17970.0,A,Official figure,91475.0,164380.0
Crops and livestock products,United States of America,Cherries,1984,18010.0,A,Official figure,91577.0,164930.0
Crops and livestock products,United States of America,Cherries,1985,18090.0,A,Official figure,66446.0,120200.0
Crops and livestock products,United States of America,Cherries,1986,18370.0,A,Official figure,68046.0,125000.0
Crops and livestock products,United States of America,Cherries,1987,18860.0,A,Official figure,103393.0,195000.0
Crops and livestock products,United States of America,Cherries,1988,19220.0,A,Official figure,87773.0,168700.0
Crops and livestock products,United States of America,Cherries,1989,19720.0,A,Official figure,88742.0,175000.0
Crops and livestock products,United States of America,Cherries,1990,19910.0,A,Official figure,71411.0,142180.0
Crops and livestock products,United States of America,Cherries,1991,18200.0,A,Official figure,74066.0,134800.0
Crops and livestock products,United States of America,Cherries,1992,18460.0,A,Official figure,100921.0,186300.0
Crops and livestock products,United States of America,Cherries,1993,18890.0,A,Official figure,80969.0,152950.0
Crops and livestock products,United States of America,Cherries,1994,20060.0,A,Official figure,93749.0,188060.0
Crops and livestock products,United States of America,Cherries,1995,21075.0,A,Official figure,71241.0,150140.0
Crops and livestock products,United States of America,Cherries,1996,22170.0,A,Official figure,63058.0,139800.0
Crops and livestock products,United States of America,Cherries,1997,22920.0,A,Official figure,89442.0,205000.0
Crops and livestock products,United States of America,Cherries,1998,23180.0,A,Official figure,77060.0,178624.0
Crops and livestock products,United States of America,Cherries,1999,23473.0,A,Official figure,83518.0,196042.0
Crops and livestock products,United States of America,Cherries,2000,24869.0,A,Official figure,74418.0,185070.0
Crops and livestock products,United States of America,Cherries,2001,27559.0,A,Official figure,75841.0,209010.0
Crops and livestock products,United States of America,Cherries,2002,29433.0,A,Official figure,55911.0,164564.0
Crops and livestock products,United States of America,Cherries,2003,29433.0,A,Official figure,54648.0,160844.0
Crops and livestock products,United States of America,Cherries,2004,31677.0,A,Official figure,81076.0,256824.0
Crops and livestock products,United States of America,Cherries,2005,32027.0,A,Official figure,71041.0,227522.0
Crops and livestock products,United States of America,Cherries,2006,32901.0,A,Official figure,80955.0,266349.0
Crops and livestock products,United States of America,Cherries,2007,33051.0,A,Official figure,85281.0,281862.0
Crops and livestock products,United States of America,Cherries,2008,33431.0,A,Official figure,67325.0,225073.0
Crops and livestock products,United States of America,Cherries,2009,34524.0,A,Official figure,116380.0,401792.0
Crops and livestock products,United States of America,Cherries,2010,34411.0,A,Official figure,82575.0,284148.0
Crops and livestock products,United States of America,Cherries,2011,34730.0,A,Official figure,87353.0,303377.0
Crops and livestock products,United States of America,Cherries,2012,34961.0,A,Official figure,110022.0,384647.0
Crops and livestock products,United States of America,Cherries,2013,36462.0,A,Official figure,82627.0,301276.0
Crops and livestock products,United States of America,Cherries,2014,36300.0,A,Official figure,90868.0,329852.0
Crops and livestock products,United States of America,Cherries,2015,36353.0,A,Official figure,84447.0,306991.0
Crops and livestock products,United States of America,Cherries,2016,36300.0,A,Official figure,86902.0,315454.0
Crops and livestock products,United States of America,Cherries,2017,37430.0,A,Official figure,106049.0,396940.0
Crops and livestock products,United States of America,Cherries,2018,34400.0,A,Official figure,90823.0,312430.0
Crops and livestock products,United States of America,Cherries,2019,34600.0,A,Official figure,92448.0,319870.0
Crops and livestock products,United States of America,Cherries,2020,34400.0,A,Official figure,85735.0,294930.0
Crops and livestock products,United States of America,Cherries,2021,34196.0,A,Official figure,101102.0,345730.0
Crops and livestock products,United States of America,Cherries,2022,34196.0,A,Official figure,61466.0,210190.0
Crops and livestock products,United States of America,"Chick peas, dry",2000,42573.0,A,Official figure,14213.0,60509.0
Crops and livestock products,United States of America,"Chick peas, dry",2001,52003.0,A,Official figure,14061.0,73119.0
Crops and livestock products,United States of America,"Chick peas, dry",2002,29988.0,A,Official figure,13023.0,39054.0
Crops and livestock products,United States of America,"Chick peas, dry",2003,16754.0,A,Official figure,11290.0,18915.0
Crops and livestock products,United States of America,"Chick peas, dry",2004,17564.0,A,Official figure,15314.0,26898.0
Crops and livestock products,United States of America,"Chick peas, dry",2005,34925.0,A,Official figure,13780.0,48126.0
Crops and livestock products,United States of America,"Chick peas, dry",2006,53783.0,A,Official figure,12980.0,69808.0
Crops and livestock products,United States of America,"Chick peas, dry",2007,49089.0,A,Official figure,13999.0,68719.0
Crops and livestock products,United States of America,"Chick peas, dry",2008,33225.0,A,Official figure,15263.0,50712.0
Crops and livestock products,United States of America,"Chick peas, dry",2009,38000.0,A,Official figure,17237.0,65499.0
Crops and livestock products,United States of America,"Chick peas, dry",2010,58315.0,A,Official figure,15082.0,87952.0
Crops and livestock products,United States of America,"Chick peas, dry",2011,54430.0,A,Official figure,18350.0,99881.0
Crops and livestock products,United States of America,"Chick peas, dry",2012,83487.0,A,Official figure,18103.0,151137.0
Crops and livestock products,United States of America,"Chick peas, dry",2013,88464.0,A,Official figure,18249.0,161434.0
Crops and livestock products,United States of America,"Chick peas, dry",2014,85834.0,A,Official figure,14839.0,127369.0
Crops and livestock products,United States of America,"Chick peas, dry",2015,82190.0,A,Official figure,13924.0,114440.0
Crops and livestock products,United States of America,"Chick peas, dry",2016,129500.0,A,Official figure,19079.0,247070.0
Crops and livestock products,United States of America,"Chick peas, dry",2017,247260.0,A,Official figure,12946.0,320100.0
Crops and livestock products,United States of America,"Chick peas, dry",2018,342570.0,A,Official figure,16931.0,580010.0
Crops and livestock products,United States of America,"Chick peas, dry",2019,183490.0,A,Official figure,15418.0,282910.0
Crops and livestock products,United States of America,"Chick peas, dry",2020,101500.0,A,Official figure,18264.0,185380.0
Crops and livestock products,United States of America,"Chick peas, dry",2021,141280.0,A,Official figure,9137.0,129090.0
Crops and livestock products,United States of America,"Chick peas, dry",2022,138360.0,A,Official figure,11992.0,165920.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1980,22460.0,A,Official figure,110954.0,249202.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1981,22743.0,A,Official figure,117172.0,266484.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1992,27600.0,A,Official figure,237116.0,654440.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1993,27550.0,A,Official figure,250417.0,689900.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1994,26500.0,A,Official figure,263057.0,697100.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1995,27300.0,A,Official figure,235458.0,642800.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1996,27400.0,A,Official figure,275474.0,754800.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1997,22740.0,A,Official figure,298417.0,678600.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1998,22940.0,A,Official figure,287816.0,660250.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1999,22990.0,A,Official figure,307038.0,705880.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,37980.0,A,Official figure,240387.0,912990.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,35030.0,A,Official figure,244742.0,857330.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,33910.0,A,Official figure,256048.0,868260.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,33510.0,A,Official figure,278314.0,932630.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,33630.0,A,Official figure,291076.0,978890.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,36220.0,A,Official figure,264790.0,959070.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,32900.0,A,Official figure,303407.0,998210.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,31930.0,A,Official figure,283790.0,906140.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,30750.0,A,Official figure,296524.0,911810.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,31530.0,A,Official figure,307805.0,970510.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,29140.0,A,Official figure,308284.0,898340.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,27720.0,A,Official figure,330588.0,916390.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,26670.0,A,Official figure,340184.0,907270.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,26220.0,A,Official figure,322513.0,845630.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,25540.0,A,Official figure,358062.0,914490.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,24807.0,A,Official figure,350849.0,870350.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,25293.0,A,Official figure,338497.0,856160.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,23553.0,A,Official figure,341374.0,804039.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,21813.0,A,Official figure,323564.0,705790.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,21044.0,A,Official figure,312836.0,658322.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,17806.0,A,Official figure,317726.0,565743.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,16552.0,A,Official figure,312297.0,516914.0
Crops and livestock products,United States of America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,16511.0,A,Official figure,333869.0,551251.0
Crops and livestock products,United States of America,"Coffee, green",1980,690.0,A,Official figure,7565.0,522.0
Crops and livestock products,United States of America,"Coffee, green",1981,690.0,A,Official figure,11623.0,802.0
Crops and livestock products,United States of America,"Coffee, green",1982,770.0,A,Official figure,4675.0,360.0
Crops and livestock products,United States of America,"Coffee, green",1983,730.0,A,Official figure,13918.0,1016.0
Crops and livestock products,United States of America,"Coffee, green",1984,690.0,A,Official figure,9203.0,635.0
Crops and livestock products,United States of America,"Coffee, green",1985,690.0,A,Official figure,9725.0,671.0
Crops and livestock products,United States of America,"Coffee, green",1986,810.0,A,Official figure,13432.0,1088.0
Crops and livestock products,United States of America,"Coffee, green",1987,850.0,A,Official figure,7682.0,653.0
Crops and livestock products,United States of America,"Coffee, green",1988,890.0,A,Official figure,8146.0,725.0
Crops and livestock products,United States of America,"Coffee, green",1989,930.0,A,Official figure,12473.0,1160.0
Crops and livestock products,United States of America,"Coffee, green",1990,970.0,A,Official figure,10474.0,1016.0
Crops and livestock products,United States of America,"Coffee, green",1991,970.0,A,Official figure,10474.0,1016.0
Crops and livestock products,United States of America,"Coffee, green",1992,1620.0,A,Official figure,5377.0,871.0
Crops and livestock products,United States of America,"Coffee, green",1993,1700.0,A,Official figure,6212.0,1056.0
Crops and livestock products,United States of America,"Coffee, green",1994,1780.0,A,Official figure,8764.0,1560.0
Crops and livestock products,United States of America,"Coffee, green",1995,2190.0,A,Official figure,8950.0,1960.0
Crops and livestock products,United States of America,"Coffee, green",1996,2140.0,A,Official figure,10841.0,2320.0
Crops and livestock products,United States of America,"Coffee, green",1997,2270.0,A,Official figure,14361.0,3260.0
Crops and livestock products,United States of America,"Coffee, green",1998,2470.0,A,Official figure,13968.0,3450.0
Crops and livestock products,United States of America,"Coffee, green",1999,2590.0,A,Official figure,14015.0,3630.0
Crops and livestock products,United States of America,"Coffee, green",2000,2752.0,A,Official figure,14353.0,3950.0
Crops and livestock products,United States of America,"Coffee, green",2001,2550.0,A,Official figure,14235.0,3630.0
Crops and livestock products,United States of America,"Coffee, green",2002,2390.0,A,Official figure,14226.0,3400.0
Crops and livestock products,United States of America,"Coffee, green",2003,2390.0,A,Official figure,15732.0,3760.0
Crops and livestock products,United States of America,"Coffee, green",2004,2347.0,A,Official figure,10822.0,2540.0
Crops and livestock products,United States of America,"Coffee, green",2005,2469.0,A,Official figure,15063.0,3719.0
Crops and livestock products,United States of America,"Coffee, green",2006,2550.0,A,Official figure,12984.0,3311.0
Crops and livestock products,United States of America,"Coffee, green",2007,2590.0,A,Official figure,13127.0,3400.0
Crops and livestock products,United States of America,"Coffee, green",2008,2550.0,A,Official figure,15490.0,3950.0
Crops and livestock products,United States of America,"Coffee, green",2009,2550.0,A,Official figure,15490.0,3950.0
Crops and livestock products,United States of America,"Coffee, green",2010,2550.0,A,Official figure,15647.0,3990.0
Crops and livestock products,United States of America,"Coffee, green",2011,2550.0,A,Official figure,13518.0,3447.0
Crops and livestock products,United States of America,"Coffee, green",2012,2469.0,A,Official figure,12859.0,3175.0
Crops and livestock products,United States of America,"Coffee, green",2013,3318.0,A,Official figure,9569.0,3175.0
Crops and livestock products,United States of America,"Coffee, green",2014,4047.0,A,Official figure,9068.0,3670.0
Crops and livestock products,United States of America,"Coffee, green",2015,2790.0,A,Official figure,8566.0,2390.0
Crops and livestock products,United States of America,"Coffee, green",2016,2830.0,A,Official figure,6926.0,1960.0
Crops and livestock products,United States of America,"Coffee, green",2017,2910.0,A,Official figure,7560.0,2200.0
Crops and livestock products,United States of America,"Coffee, green",2018,2870.0,A,Official figure,8676.0,2490.0
Crops and livestock products,United States of America,"Coffee, green",2019,2792.0,A,Official figure,8309.0,2320.0
Crops and livestock products,United States of America,"Coffee, green",2020,2752.0,A,Official figure,7122.0,1960.0
Crops and livestock products,United States of America,"Coffee, green",2021,2914.0,A,Official figure,7790.0,2270.0
Crops and livestock products,United States of America,"Coffee, green",2022,2833.0,A,Official figure,8472.0,2400.0
Crops and livestock products,United States of America,"Cow peas, dry",1980,15700.0,E,Estimated value,5796.0,9100.0
Crops and livestock products,United States of America,"Cow peas, dry",1981,19600.0,E,Estimated value,5995.0,11750.0
Crops and livestock products,United States of America,"Cow peas, dry",1982,15039.0,A,Official figure,9023.0,13570.0
Crops and livestock products,United States of America,"Cow peas, dry",1983,15000.0,E,Estimated value,6067.0,9100.0
Crops and livestock products,United States of America,"Cow peas, dry",1984,12500.0,E,Estimated value,9040.0,11300.0
Crops and livestock products,United States of America,"Cow peas, dry",1985,14000.0,E,Estimated value,9000.0,12600.0
Crops and livestock products,United States of America,"Cow peas, dry",1987,12908.0,A,Official figure,8959.0,11564.0
Crops and livestock products,United States of America,"Cow peas, dry",1988,6400.0,E,Estimated value,9063.0,5800.0
Crops and livestock products,United States of America,"Cow peas, dry",1989,560.0,E,Estimated value,8929.0,500.0
Crops and livestock products,United States of America,"Cow peas, dry",2008,11857.0,A,Official figure,15073.0,17872.0
Crops and livestock products,United States of America,"Cow peas, dry",2009,18372.0,A,Official figure,19035.0,34972.0
Crops and livestock products,United States of America,"Cow peas, dry",2010,13233.0,A,Official figure,20052.0,26535.0
Crops and livestock products,United States of America,"Cow peas, dry",2011,9429.0,A,Official figure,16212.0,15286.0
Crops and livestock products,United States of America,"Cow peas, dry",2012,13274.0,A,Official figure,18658.0,24766.0
Crops and livestock products,United States of America,"Cow peas, dry",2013,15702.0,A,Official figure,18459.0,28985.0
Crops and livestock products,United States of America,"Cow peas, dry",2014,12060.0,A,Official figure,17903.0,21591.0
Crops and livestock products,United States of America,"Cow peas, dry",2015,14245.0,A,Official figure,17991.0,25628.0
Crops and livestock products,United States of America,"Cow peas, dry",2016,14285.0,A,Official figure,18162.0,25945.0
Crops and livestock products,United States of America,"Cow peas, dry",2017,11650.0,A,Official figure,17013.0,19820.0
Crops and livestock products,United States of America,"Cow peas, dry",2018,12100.0,A,Official figure,19793.0,23950.0
Crops and livestock products,United States of America,"Cow peas, dry",2019,5463.0,A,Official figure,22252.0,12156.0
Crops and livestock products,United States of America,"Cow peas, dry",2020,7730.0,A,Official figure,21066.0,16284.0
Crops and livestock products,United States of America,"Cow peas, dry",2021,5221.0,A,Official figure,19895.0,10387.0
Crops and livestock products,United States of America,"Cow peas, dry",2022,3885.0,A,Official figure,17629.0,6849.0
Crops and livestock products,United States of America,Cranberries,1980,9390.0,A,Official figure,130309.0,122360.0
Crops and livestock products,United States of America,Cranberries,1981,9390.0,A,Official figure,125261.0,117620.0
Crops and livestock products,United States of America,Cranberries,1982,9470.0,A,Official figure,145565.0,137850.0
Crops and livestock products,United States of America,Cranberries,1983,9750.0,A,Official figure,138913.0,135440.0
Crops and livestock products,United States of America,Cranberries,1984,9960.0,A,Official figure,151285.0,150680.0
Crops and livestock products,United States of America,Cranberries,1985,10400.0,A,Official figure,152019.0,158100.0
Crops and livestock products,United States of America,Cranberries,1986,10640.0,A,Official figure,157331.0,167400.0
Crops and livestock products,United States of America,Cranberries,1987,10800.0,A,Official figure,142500.0,153900.0
Crops and livestock products,United States of America,Cranberries,1988,11050.0,A,Official figure,167511.0,185100.0
Crops and livestock products,United States of America,Cranberries,1989,11129.0,A,Official figure,152754.0,170000.0
Crops and livestock products,United States of America,Cranberries,1990,11250.0,A,Official figure,136756.0,153850.0
Crops and livestock products,United States of America,Cranberries,1991,11450.0,A,Official figure,167162.0,191400.0
Crops and livestock products,United States of America,Cranberries,1992,11775.0,A,Official figure,160255.0,188700.0
Crops and livestock products,United States of America,Cranberries,1993,11940.0,A,Official figure,148918.0,177808.0
Crops and livestock products,United States of America,Cranberries,1994,12590.0,A,Official figure,168681.0,212370.0
Crops and livestock products,United States of America,Cranberries,1995,13270.0,A,Official figure,143361.0,190240.0
Crops and livestock products,United States of America,Cranberries,1996,13760.0,A,Official figure,154012.0,211920.0
Crops and livestock products,United States of America,Cranberries,1997,14450.0,A,Official figure,172595.0,249400.0
Crops and livestock products,United States of America,Cranberries,1998,14810.0,A,Official figure,166612.0,246753.0
Crops and livestock products,United States of America,Cranberries,1999,15459.0,A,Official figure,186525.0,288349.0
Crops and livestock products,United States of America,Cranberries,2000,15054.0,A,Official figure,172109.0,259093.0
Crops and livestock products,United States of America,Cranberries,2001,14407.0,A,Official figure,167811.0,241766.0
Crops and livestock products,United States of America,Cranberries,2002,15945.0,A,Official figure,161866.0,258096.0
Crops and livestock products,United States of America,Cranberries,2003,15904.0,A,Official figure,176629.0,280910.0
Crops and livestock products,United States of America,Cranberries,2004,15783.0,A,Official figure,177465.0,280093.0
Crops and livestock products,United States of America,Cranberries,2005,15621.0,A,Official figure,181280.0,283178.0
Crops and livestock products,United States of America,Cranberries,2006,15580.0,A,Official figure,200594.0,312525.0
Crops and livestock products,United States of America,Cranberries,2007,15419.0,A,Official figure,192801.0,297280.0
Crops and livestock products,United States of America,Cranberries,2008,15459.0,A,Official figure,230801.0,356796.0
Crops and livestock products,United States of America,Cranberries,2009,15580.0,A,Official figure,201264.0,313569.0
Crops and livestock products,United States of America,Cranberries,2010,15580.0,A,Official figure,198212.0,308815.0
Crops and livestock products,United States of America,Cranberries,2011,15580.0,A,Official figure,224575.0,349888.0
Crops and livestock products,United States of America,Cranberries,2012,16309.0,A,Official figure,223751.0,364915.0
Crops and livestock products,United States of America,Cranberries,2013,16997.0,A,Official figure,239059.0,406328.0
Crops and livestock products,United States of America,Cranberries,2014,16430.0,A,Official figure,231904.0,381018.0
Crops and livestock products,United States of America,Cranberries,2015,16552.0,A,Official figure,234661.0,388411.0
Crops and livestock products,United States of America,Cranberries,2016,16794.0,A,Official figure,260029.0,436692.0
Crops and livestock products,United States of America,Cranberries,2017,16140.0,A,Official figure,235905.0,380750.0
Crops and livestock products,United States of America,Cranberries,2018,15900.0,A,Official figure,254642.0,404880.0
Crops and livestock products,United States of America,Cranberries,2019,15580.0,A,Official figure,230494.0,359110.0
Crops and livestock products,United States of America,Cranberries,2020,15864.0,A,Official figure,223254.0,354170.0
Crops and livestock products,United States of America,Cranberries,2021,15216.0,A,Official figure,208609.0,317420.0
Crops and livestock products,United States of America,Cranberries,2022,15014.0,A,Official figure,243439.0,365500.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1980,68877.0,A,Official figure,120664.0,831100.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1981,60460.0,A,Official figure,131568.0,795460.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1982,59000.0,E,Estimated value,128814.0,760000.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1983,53000.0,E,Estimated value,128302.0,680000.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1984,41916.0,A,Official figure,133803.0,560850.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1985,46619.0,A,Official figure,135138.0,630000.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1986,44720.0,A,Official figure,129738.0,580190.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1987,44365.0,A,Official figure,129938.0,576470.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1988,48100.0,A,Official figure,122890.0,591100.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1989,50250.0,A,Official figure,116020.0,583000.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1990,46740.0,A,Official figure,126836.0,592830.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1991,42200.0,A,Official figure,133934.0,565200.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1992,60930.0,A,Official figure,151256.0,921600.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1993,66870.0,A,Official figure,142949.0,955900.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1994,70450.0,A,Official figure,142200.0,1001800.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1995,71170.0,A,Official figure,141633.0,1008000.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1996,65480.0,A,Official figure,146258.0,957700.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1997,65080.0,A,Official figure,167071.0,1087300.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1998,64810.0,A,Official figure,161935.0,1049500.0
Crops and livestock products,United States of America,Cucumbers and gherkins,1999,66850.0,A,Official figure,166157.0,1110760.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2000,63472.0,A,Official figure,174305.0,1106351.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2001,65171.0,A,Official figure,161562.0,1052913.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2002,69890.0,A,Official figure,159607.0,1115495.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2003,70173.0,A,Official figure,153042.0,1073945.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2004,68826.0,A,Official figure,152224.0,1047699.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2005,65750.0,A,Official figure,146058.0,960333.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2006,62217.0,A,Official figure,147388.0,917007.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2007,61699.0,A,Official figure,150889.0,930970.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2008,58060.0,A,Official figure,157694.0,915570.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2009,58300.0,A,Official figure,158187.0,922230.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2010,53460.0,A,Official figure,164708.0,880530.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2011,50072.0,A,Official figure,154322.0,772720.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2012,49720.0,A,Official figure,162235.0,806630.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2013,48750.0,A,Official figure,158786.0,774080.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2014,49370.0,A,Official figure,162005.0,799820.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2015,49810.0,A,Official figure,158717.0,790570.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2016,46417.0,A,Official figure,169262.0,785663.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2017,47430.0,A,Official figure,180871.0,857870.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2018,44880.0,A,Official figure,156154.0,700820.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2019,40792.0,A,Official figure,164308.0,670251.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2020,37029.0,A,Official figure,153189.0,567245.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2021,36544.0,A,Official figure,175943.0,642967.0
Crops and livestock products,United States of America,Cucumbers and gherkins,2022,33792.0,A,Official figure,176264.0,595630.0
Crops and livestock products,United States of America,Currants,1980,32.0,A,Official figure,12500.0,40.0
Crops and livestock products,United States of America,Dates,1980,1620.0,A,Official figure,125432.0,20320.0
Crops and livestock products,United States of America,Dates,1981,1660.0,A,Official figure,121867.0,20230.0
Crops and livestock products,United States of America,Dates,1982,1660.0,A,Official figure,130602.0,21680.0
Crops and livestock products,United States of America,Dates,1983,1700.0,A,Official figure,90706.0,15420.0
Crops and livestock products,United States of America,Dates,1984,1740.0,A,Official figure,114713.0,19960.0
Crops and livestock products,United States of America,Dates,1985,1780.0,A,Official figure,147753.0,26300.0
Crops and livestock products,United States of America,Dates,1986,1820.0,A,Official figure,89560.0,16300.0
Crops and livestock products,United States of America,Dates,1987,1980.0,A,Official figure,86869.0,17200.0
Crops and livestock products,United States of America,Dates,1988,2060.0,A,Official figure,96893.0,19960.0
Crops and livestock products,United States of America,Dates,1989,2020.0,A,Official figure,98812.0,19960.0
Crops and livestock products,United States of America,Dates,1990,2020.0,A,Official figure,107772.0,21770.0
Crops and livestock products,United States of America,Dates,1991,2100.0,A,Official figure,95048.0,19960.0
Crops and livestock products,United States of America,Dates,1992,2145.0,A,Official figure,88811.0,19050.0
Crops and livestock products,United States of America,Dates,1993,2226.0,A,Official figure,118149.0,26300.0
Crops and livestock products,United States of America,Dates,1994,2226.0,A,Official figure,93711.0,20860.0
Crops and livestock products,United States of America,Dates,1995,2104.0,A,Official figure,97861.0,20590.0
Crops and livestock products,United States of America,Dates,1996,1890.0,A,Official figure,110370.0,20860.0
Crops and livestock products,United States of America,Dates,1997,1940.0,A,Official figure,116443.0,22590.0
Crops and livestock products,United States of America,Dates,1998,1980.0,A,Official figure,113687.0,22510.0
Crops and livestock products,United States of America,Dates,1999,1983.0,A,Official figure,101563.0,20140.0
Crops and livestock products,United States of America,Dates,2000,1943.0,A,Official figure,81240.0,15785.0
Crops and livestock products,United States of America,Dates,2001,1983.0,A,Official figure,90126.0,17872.0
Crops and livestock products,United States of America,Dates,2002,1942.0,A,Official figure,113048.0,21954.0
Crops and livestock products,United States of America,Dates,2003,2104.0,A,Official figure,77182.0,16239.0
Crops and livestock products,United States of America,Dates,2004,2226.0,A,Official figure,70099.0,15604.0
Crops and livestock products,United States of America,Dates,2005,2347.0,A,Official figure,68803.0,16148.0
Crops and livestock products,United States of America,Dates,2006,2185.0,A,Official figure,70581.0,15422.0
